user_id,store city,order total,order size,store id, price/drink ,placed order time (UTC) [DAY],placed order time (UTC),finished prep time (UTC),order picked up time (UTC),day of the week,refund total,rating,Account Created 
75010,city B,$45.0,4,bjdwe, $11.2 ,2,4:29:00 AM,4:42:00 AM,6:14:00 AM,Tuesday,$2.0,0,2019
68236,city A,$45.0,4,acjde, $11.2 ,6,3:29:00 AM,3:46:00 AM,3:55:00 AM,Saturday,$4.0,0,2020
28366,city C,$56.2,5,wehqk, $11.2 ,7,2:40:00 AM,2:59:00 AM,3:31:00 AM,Sunday,$7.0,1,2019
1608,city A,$56.2,5,acjde, $11.2 ,1,7:23:00 PM,7:35:00 PM,8:26:00 PM,Monday,$2.0,3,2019
9796,city C,$11.2,1,wehqk, $11.2 ,6,2:26:00 AM,2:46:00 AM,4:14:00 AM,Saturday,$3.0,1,2021
91848,city B,$11.2,1,bjdwe, $11.2 ,5,4:04:00 AM,4:18:00 AM,4:57:00 AM,Friday,$6.0,4,2019
11324,city C,$11.2,1,wehqk, $11.2 ,3,5:02:00 AM,5:16:00 AM,5:51:00 AM,Wednesday,$5.0,4,2022
113424,city B,$11.2,1,bjdwe, $11.2 ,5,2:15:00 AM,2:30:00 AM,3:40:00 AM,Friday,$4.0,2,2019
190380,city B,$11.2,1,bjdwe, $11.2 ,6,7:35:00 PM,7:47:00 PM,9:09:00 PM,Saturday,$7.0,4,2020
12742,city C,$11.2,1,wehqk, $11.2 ,3,8:20:00 PM,8:38:00 PM,10:20:00 PM,Wednesday,$4.0,0,2019
190931,city A,$11.2,1,acjde, $11.2 ,5,8:03:00 PM,8:15:00 PM,8:51:00 PM,Friday,$4.0,5,2022
34113,city B,$11.2,1,bjdwe, $11.2 ,3,8:15:00 PM,8:31:00 PM,8:37:00 PM,Wednesday,$2.0,0,2019
8114,city A,$89.2,8,acjde, $11.2 ,4,3:39:00 AM,3:59:00 AM,5:57:00 AM,Thursday,$10.0,0,2019
68187,city A,$22.3,2,acjde, $11.2 ,3,3:45:00 AM,4:02:00 AM,4:50:00 AM,Wednesday,$10.0,4,2021
33389,city C,$89.2,8,wehqk, $11.2 ,6,8:20:00 PM,8:34:00 PM,8:52:00 PM,Saturday,$1.0,3,2019
75107,city B,$89.2,8,bjdwe, $11.2 ,6,6:38:00 PM,6:52:00 PM,8:48:00 PM,Saturday,$4.0,1,2021
7210,city A,$77.8,7,acjde, $11.1 ,4,1:55:00 AM,2:06:00 AM,2:37:00 AM,Thursday,$1.0,5,2022
4484,city C,$77.8,7,wehqk, $11.1 ,3,3:33:00 AM,3:44:00 AM,4:35:00 AM,Wednesday,$10.0,4,2020
5189,city A,$22.2,2,acjde, $11.1 ,3,2:18:00 AM,2:33:00 AM,4:29:00 AM,Wednesday,$9.0,4,2022
106885,city C,$22.2,2,wehqk, $11.1 ,6,2:20:00 AM,2:35:00 AM,2:58:00 AM,Saturday,$2.0,4,2020
192310,city B,$99.2,9,bjdwe, $11.0 ,1,10:27:00 PM,10:42:00 PM,12:35:00 AM,Monday,$9.0,2,2020
13595,city B,$99.2,9,bjdwe, $11.0 ,1,6:45:00 PM,7:01:00 PM,7:12:00 PM,Monday,$10.0,0,2020
3201,city B,$99.2,9,bjdwe, $11.0 ,1,3:03:00 AM,3:18:00 AM,4:24:00 AM,Monday,$4.0,5,2020
106572,city C,$99.2,9,wehqk, $11.0 ,3,9:57:00 PM,10:08:00 PM,10:18:00 PM,Wednesday,$10.0,4,2019
28366,city C,$99.2,9,wehqk, $11.0 ,1,9:47:00 PM,10:07:00 PM,10:50:00 PM,Monday,$8.0,1,2019
4432,city C,$99.1,9,wehqk, $11.0 ,3,2:25:00 AM,2:40:00 AM,3:50:00 AM,Wednesday,$1.0,4,2020
33920,city C,$99.1,9,wehqk, $11.0 ,7,8:28:00 PM,8:45:00 PM,10:09:00 PM,Sunday,$5.0,0,2021
5673,city C,$99.1,9,wehqk, $11.0 ,6,2:44:00 AM,3:04:00 AM,3:36:00 AM,Saturday,$9.0,2,2020
2840,city C,$99.1,9,wehqk, $11.0 ,6,2:34:00 AM,2:49:00 AM,3:45:00 AM,Saturday,$8.0,4,2019
1634,city C,$99.1,9,wehqk, $11.0 ,1,8:16:00 PM,8:30:00 PM,8:57:00 PM,Monday,$4.0,3,2019
17146,city B,$22.0,2,bjdwe, $11.0 ,5,4:30:00 AM,4:48:00 AM,6:14:00 AM,Friday,$4.0,4,2022
86464,city A,$87.8,8,acjde, $11.0 ,5,2:35:00 AM,2:53:00 AM,3:14:00 AM,Friday,$4.0,2,2019
75010,city B,$87.8,8,bjdwe, $11.0 ,3,11:39:00 PM,11:53:00 PM,1:23:00 AM,Wednesday,$6.0,4,2019
2011,city B,$87.8,8,bjdwe, $11.0 ,2,6:09:00 PM,6:28:00 PM,6:33:00 PM,Tuesday,$2.0,0,2022
197636,city C,$21.9,2,wehqk, $11.0 ,5,2:36:00 AM,2:52:00 AM,3:20:00 AM,Friday,$10.0,1,2020
14043,city C,$43.7,4,wehqk, $10.9 ,1,8:43:00 PM,8:56:00 PM,10:36:00 PM,Monday,$6.0,4,2022
27736,city A,$43.7,4,acjde, $10.9 ,6,8:36:00 PM,8:47:00 PM,10:06:00 PM,Saturday,$5.0,4,2019
2639,city C,$76.5,7,wehqk, $10.9 ,5,3:48:00 AM,4:02:00 AM,4:41:00 AM,Friday,$8.0,3,2022
9350,city B,$76.5,7,bjdwe, $10.9 ,1,7:29:00 PM,7:44:00 PM,8:36:00 PM,Monday,$10.0,0,2021
2474,city A,$43.6,4,acjde, $10.9 ,7,4:13:00 AM,4:24:00 AM,4:52:00 AM,Sunday,$10.0,4,2019
6528,city A,$43.6,4,acjde, $10.9 ,5,8:24:00 PM,8:38:00 PM,9:26:00 PM,Friday,$9.0,2,2019
8574,city A,$65.0,6,acjde, $10.8 ,3,1:11:00 AM,1:25:00 AM,2:56:00 AM,Wednesday,$7.0,0,2019
87244,city C,$43.3,4,wehqk, $10.8 ,3,10:13:00 PM,10:25:00 PM,11:47:00 PM,Wednesday,$4.0,4,2022
157073,city B,$43.3,4,bjdwe, $10.8 ,7,8:21:00 PM,8:34:00 PM,9:01:00 PM,Sunday,$6.0,1,2019
899,city C,$97.4,9,wehqk, $10.8 ,1,2:37:00 AM,2:50:00 AM,4:16:00 AM,Monday,$10.0,5,2022
5210,city C,$97.4,9,wehqk, $10.8 ,5,11:18:00 PM,11:37:00 PM,1:28:00 AM,Friday,$7.0,0,2020
1388,city C,$97.4,9,wehqk, $10.8 ,4,7:44:00 PM,7:59:00 PM,8:26:00 PM,Thursday,$6.0,3,2021
90134,city B,$97.4,9,bjdwe, $10.8 ,7,6:56:00 PM,7:13:00 PM,8:29:00 PM,Sunday,$9.0,1,2019
103300,city B,$97.4,9,bjdwe, $10.8 ,3,10:03:00 PM,10:23:00 PM,12:05:00 AM,Wednesday,$5.0,0,2020
8076,city B,$97.3,9,bjdwe, $10.8 ,6,11:35:00 PM,11:51:00 PM,12:21:00 AM,Saturday,$1.0,1,2019
13975,city B,$97.3,9,bjdwe, $10.8 ,4,6:32:00 PM,6:45:00 PM,7:39:00 PM,Thursday,$1.0,5,2021
88854,city B,$97.3,9,bjdwe, $10.8 ,6,4:08:00 AM,4:25:00 AM,5:30:00 AM,Saturday,$8.0,0,2022
1189,city A,$97.3,9,acjde, $10.8 ,6,3:04:00 AM,3:24:00 AM,4:40:00 AM,Saturday,$10.0,1,2020
8574,city A,$97.3,9,acjde, $10.8 ,5,8:37:00 PM,8:52:00 PM,9:03:00 PM,Friday,$1.0,3,2019
3005,city B,$10.8,1,bjdwe, $10.8 ,2,1:53:00 AM,2:07:00 AM,4:04:00 AM,Tuesday,$3.0,2,2022
66730,city C,$10.8,1,wehqk, $10.8 ,1,1:39:00 AM,1:51:00 AM,1:55:00 AM,Monday,$9.0,3,2020
106159,city B,$10.8,1,bjdwe, $10.8 ,3,1:19:00 AM,1:36:00 AM,2:46:00 AM,Wednesday,$4.0,0,2021
74479,city C,$10.8,1,wehqk, $10.8 ,7,8:10:00 PM,8:30:00 PM,9:05:00 PM,Sunday,$2.0,1,2020
7151,city B,$10.8,1,bjdwe, $10.8 ,1,7:43:00 PM,7:56:00 PM,8:31:00 PM,Monday,$8.0,5,2021
62969,city A,$10.8,1,acjde, $10.8 ,3,8:15:00 PM,8:34:00 PM,9:58:00 PM,Wednesday,$6.0,1,2021
90558,city A,$10.8,1,acjde, $10.8 ,6,8:30:00 PM,8:42:00 PM,10:05:00 PM,Saturday,$8.0,4,2021
95807,city C,$10.8,1,wehqk, $10.8 ,3,8:03:00 PM,8:20:00 PM,9:11:00 PM,Wednesday,$9.0,2,2022
3392,city B,$10.8,1,bjdwe, $10.8 ,3,7:10:00 PM,7:27:00 PM,8:57:00 PM,Wednesday,$3.0,1,2020
113389,city B,$10.8,1,bjdwe, $10.8 ,2,3:05:00 AM,3:24:00 AM,4:25:00 AM,Tuesday,$10.0,2,2021
74880,city B,$10.8,1,bjdwe, $10.8 ,4,6:01:00 PM,6:19:00 PM,7:12:00 PM,Thursday,$7.0,5,2021
5107,city A,$10.8,1,acjde, $10.8 ,6,8:37:00 PM,8:57:00 PM,10:18:00 PM,Saturday,$8.0,0,2020
9959,city A,$10.8,1,acjde, $10.8 ,4,2:50:00 AM,3:08:00 AM,3:58:00 AM,Thursday,$5.0,3,2021
8114,city A,$10.8,1,acjde, $10.8 ,2,3:58:00 AM,4:15:00 AM,5:14:00 AM,Tuesday,$1.0,4,2019
489,city A,$10.8,1,acjde, $10.8 ,7,3:44:00 AM,3:56:00 AM,4:27:00 AM,Sunday,$2.0,4,2019
35636,city B,$10.8,1,bjdwe, $10.8 ,1,3:18:00 AM,3:34:00 AM,4:16:00 AM,Monday,$1.0,2,2020
82591,city A,$10.8,1,acjde, $10.8 ,1,9:34:00 PM,9:45:00 PM,10:32:00 PM,Monday,$5.0,3,2022
3528,city C,$10.8,1,wehqk, $10.8 ,5,8:20:00 PM,8:38:00 PM,10:00:00 PM,Friday,$6.0,2,2019
29565,city C,$10.8,1,wehqk, $10.8 ,1,12:08:00 AM,12:28:00 AM,1:31:00 AM,Monday,$9.0,2,2020
106159,city B,$10.8,1,bjdwe, $10.8 ,4,12:10:00 AM,12:22:00 AM,2:12:00 AM,Thursday,$4.0,5,2021
195630,city C,$10.8,1,wehqk, $10.8 ,3,7:13:00 PM,7:27:00 PM,9:12:00 PM,Wednesday,$5.0,0,2021
157229,city A,$10.8,1,acjde, $10.8 ,2,2:33:00 AM,2:51:00 AM,4:15:00 AM,Tuesday,$6.0,1,2020
899,city C,$10.8,1,wehqk, $10.8 ,6,8:07:00 PM,8:23:00 PM,8:33:00 PM,Saturday,$2.0,5,2022
6621,city A,$10.8,1,acjde, $10.8 ,4,5:55:00 AM,6:14:00 AM,7:22:00 AM,Thursday,$10.0,2,2019
108626,city B,$10.8,1,bjdwe, $10.8 ,5,5:07:00 AM,5:21:00 AM,6:49:00 AM,Friday,$2.0,4,2022
6047,city A,$97.1,9,acjde, $10.8 ,1,3:05:00 AM,3:18:00 AM,4:52:00 AM,Monday,$7.0,0,2022
102495,city B,$97.1,9,bjdwe, $10.8 ,3,2:39:00 AM,2:59:00 AM,4:46:00 AM,Wednesday,$5.0,0,2021
60094,city C,$97.1,9,wehqk, $10.8 ,4,8:45:00 PM,9:03:00 PM,9:46:00 PM,Thursday,$3.0,4,2020
102289,city A,$97.1,9,acjde, $10.8 ,7,8:04:00 PM,8:18:00 PM,9:58:00 PM,Sunday,$9.0,3,2020
3016,city A,$97.1,9,acjde, $10.8 ,7,5:30:00 AM,5:41:00 AM,6:16:00 AM,Sunday,$8.0,4,2020
79156,city A,$75.4,7,acjde, $10.8 ,6,3:26:00 AM,3:44:00 AM,5:40:00 AM,Saturday,$3.0,5,2022
104967,city A,$75.4,7,acjde, $10.8 ,7,7:31:00 PM,7:42:00 PM,9:25:00 PM,Sunday,$4.0,3,2022
8688,city C,$53.8,5,wehqk, $10.8 ,5,7:03:00 PM,7:20:00 PM,9:15:00 PM,Friday,$5.0,2,2020
113389,city B,$53.8,5,bjdwe, $10.8 ,4,1:52:00 AM,2:11:00 AM,4:06:00 AM,Thursday,$3.0,2,2021
1895,city B,$43.0,4,bjdwe, $10.8 ,6,3:58:00 AM,4:13:00 AM,5:41:00 AM,Saturday,$8.0,3,2021
79156,city A,$43.0,4,acjde, $10.8 ,2,8:42:00 PM,8:56:00 PM,9:27:00 PM,Tuesday,$2.0,3,2022
14495,city C,$10.7,1,wehqk, $10.7 ,7,11:02:00 PM,11:19:00 PM,12:31:00 AM,Sunday,$1.0,2,2019
5757,city B,$10.7,1,bjdwe, $10.7 ,4,8:51:00 PM,9:08:00 PM,9:48:00 PM,Thursday,$1.0,3,2022
108285,city C,$10.7,1,wehqk, $10.7 ,7,3:24:00 AM,3:42:00 AM,5:39:00 AM,Sunday,$10.0,1,2019
88846,city A,$10.7,1,acjde, $10.7 ,6,3:13:00 AM,3:31:00 AM,4:44:00 AM,Saturday,$8.0,3,2020
41031,city C,$10.7,1,wehqk, $10.7 ,2,3:49:00 AM,4:05:00 AM,5:15:00 AM,Tuesday,$4.0,4,2019
194709,city B,$10.7,1,bjdwe, $10.7 ,4,5:25:00 AM,5:41:00 AM,7:26:00 AM,Thursday,$7.0,3,2022
85535,city C,$10.7,1,wehqk, $10.7 ,1,9:25:00 PM,9:40:00 PM,10:56:00 PM,Monday,$7.0,5,2022
3261,city A,$10.7,1,acjde, $10.7 ,5,8:48:00 PM,9:06:00 PM,9:23:00 PM,Friday,$5.0,0,2021
4059,city B,$10.7,1,bjdwe, $10.7 ,6,6:20:00 PM,6:37:00 PM,6:45:00 PM,Saturday,$3.0,4,2020
8755,city A,$10.7,1,acjde, $10.7 ,1,8:02:00 PM,8:18:00 PM,9:00:00 PM,Monday,$2.0,4,2021
9923,city B,$10.7,1,bjdwe, $10.7 ,6,8:04:00 PM,8:21:00 PM,9:00:00 PM,Saturday,$2.0,0,2019
196384,city A,$10.7,1,acjde, $10.7 ,2,9:18:00 PM,9:37:00 PM,10:01:00 PM,Tuesday,$5.0,1,2021
83814,city A,$53.4,5,acjde, $10.7 ,2,4:50:00 AM,5:10:00 AM,5:30:00 AM,Tuesday,$9.0,2,2019
14965,city B,$53.4,5,bjdwe, $10.7 ,2,3:53:00 AM,4:04:00 AM,5:00:00 AM,Tuesday,$4.0,3,2022
3891,city A,$42.7,4,acjde, $10.7 ,5,4:28:00 AM,4:42:00 AM,5:28:00 AM,Friday,$3.0,2,2022
83710,city B,$42.7,4,bjdwe, $10.7 ,3,12:57:00 AM,1:10:00 AM,2:01:00 AM,Wednesday,$5.0,4,2020
4100,city A,$53.2,5,acjde, $10.6 ,3,2:30:00 AM,2:47:00 AM,3:05:00 AM,Wednesday,$4.0,2,2021
12030,city B,$53.2,5,bjdwe, $10.6 ,2,1:07:00 AM,1:19:00 AM,2:57:00 AM,Tuesday,$3.0,3,2019
3913,city A,$10.6,1,acjde, $10.6 ,2,2:01:00 AM,2:12:00 AM,4:06:00 AM,Tuesday,$3.0,5,2022
156692,city C,$10.6,1,wehqk, $10.6 ,7,2:55:00 AM,3:09:00 AM,4:54:00 AM,Sunday,$1.0,2,2022
1424,city C,$10.6,1,wehqk, $10.6 ,1,2:24:00 AM,2:38:00 AM,3:10:00 AM,Monday,$6.0,4,2020
28879,city A,$31.8,3,acjde, $10.6 ,4,6:47:00 PM,7:06:00 PM,7:34:00 PM,Thursday,$8.0,0,2020
17297,city C,$63.3,6,wehqk, $10.5 ,4,3:41:00 AM,3:59:00 AM,4:15:00 AM,Thursday,$8.0,2,2022
2405,city B,$73.7,7,bjdwe, $10.5 ,2,1:12:00 AM,1:31:00 AM,2:46:00 AM,Tuesday,$9.0,1,2019
86243,city A,$73.7,7,acjde, $10.5 ,1,2:13:00 AM,2:28:00 AM,4:05:00 AM,Monday,$4.0,5,2022
88854,city B,$200.0,19,bjdwe, $10.5 ,7,2:10:00 AM,2:21:00 AM,3:01:00 AM,Sunday,$8.0,3,2022
82994,city C,$200.0,19,wehqk, $10.5 ,3,4:22:00 AM,4:38:00 AM,5:41:00 AM,Wednesday,$8.0,0,2021
87244,city C,$200.0,19,wehqk, $10.5 ,5,3:57:00 AM,4:09:00 AM,5:35:00 AM,Friday,$6.0,5,2022
10415,city B,$63.0,6,bjdwe, $10.5 ,4,2:04:00 AM,2:17:00 AM,4:01:00 AM,Thursday,$8.0,0,2021
3213,city B,$31.5,3,bjdwe, $10.5 ,7,2:58:00 AM,3:06:00 AM,4:09:00 AM,Sunday,$6.0,3,2021
190419,city C,$21.0,2,wehqk, $10.5 ,2,2:00:00 AM,2:10:00 AM,2:21:00 AM,Tuesday,$3.0,1,2020
60094,city C,$21.0,2,wehqk, $10.5 ,7,3:36:00 AM,3:47:00 AM,4:25:00 AM,Sunday,$7.0,1,2020
44301,city B,$21.0,2,bjdwe, $10.5 ,4,8:11:00 PM,8:23:00 PM,8:47:00 PM,Thursday,$5.0,0,2020
13125,city C,$52.4,5,wehqk, $10.5 ,3,2:32:00 AM,2:41:00 AM,4:35:00 AM,Wednesday,$9.0,3,2022
5518,city A,$52.4,5,acjde, $10.5 ,4,8:28:00 PM,8:38:00 PM,10:31:00 PM,Thursday,$10.0,2,2021
16060,city A,$20.9,2,acjde, $10.5 ,1,7:04:00 PM,7:15:00 PM,7:43:00 PM,Monday,$3.0,1,2021
4100,city A,$20.9,2,acjde, $10.5 ,6,7:00:00 PM,7:11:00 PM,9:03:00 PM,Saturday,$6.0,4,2021
10673,city A,$20.9,2,acjde, $10.5 ,7,1:30:00 AM,1:40:00 AM,2:56:00 AM,Sunday,$4.0,4,2020
11815,city C,$20.9,2,wehqk, $10.5 ,7,12:57:00 AM,1:06:00 AM,2:54:00 AM,Sunday,$4.0,3,2019
1396,city A,$31.2,3,acjde, $10.4 ,3,2:56:00 AM,3:06:00 AM,4:19:00 AM,Wednesday,$4.0,1,2021
83971,city C,$20.8,2,wehqk, $10.4 ,6,8:35:00 PM,8:41:00 PM,9:34:00 PM,Saturday,$0.0,4,2019
1396,city A,$20.8,2,acjde, $10.4 ,5,8:44:00 PM,8:53:00 PM,9:03:00 PM,Friday,$4.0,1,2021
81869,city A,$83.0,8,acjde, $10.4 ,4,8:43:00 PM,8:49:00 PM,10:17:00 PM,Thursday,$0.0,4,2019
2576,city A,$83.0,8,acjde, $10.4 ,6,7:12:00 PM,7:20:00 PM,8:21:00 PM,Saturday,$4.0,2,2020
13631,city B,$83.0,8,bjdwe, $10.4 ,5,4:29:00 AM,4:35:00 AM,5:49:00 AM,Friday,$10.0,3,2021
113471,city B,$31.1,3,bjdwe, $10.4 ,3,9:21:00 PM,9:30:00 PM,9:49:00 PM,Wednesday,$6.0,0,2022
10953,city A,$41.4,4,acjde, $10.3 ,7,2:21:00 AM,2:26:00 AM,2:40:00 AM,Sunday,$0.0,4,2022
14573,city A,$41.4,4,acjde, $10.3 ,6,9:34:00 PM,9:38:00 PM,10:41:00 PM,Saturday,$2.0,5,2021
5962,city B,$71.9,7,bjdwe, $10.3 ,4,1:45:00 AM,1:54:00 AM,3:51:00 AM,Thursday,$10.0,0,2019
64488,city B,$71.9,7,bjdwe, $10.3 ,6,2:04:00 AM,2:14:00 AM,4:13:00 AM,Saturday,$9.0,1,2020
5403,city B,$20.5,2,bjdwe, $10.3 ,1,11:35:00 PM,11:41:00 PM,11:58:00 PM,Monday,$1.0,2,2021
552,city C,$20.2,2,wehqk, $10.1 ,1,10:46:00 PM,10:51:00 PM,11:05:00 PM,Monday,$1.0,3,2021
