"user_id","store_city","order_total","order_size","store_id","price_drink","placed_order_time_utc_day","placed_order_time_utc","finished_prep_time_utc","order_picked_up_time_utc","day_of_the_week","refund_total","rating","account_created","order_prep_time"
197628,"city A",69.9,6,"acjde",11.7,"Friday",02:09:00,02:25:00,04:18:00,"Friday",7,0,2019,00:16:00
79146,"city B",23.2,2,"bjdwe",11.6,"Friday",02:57:00,03:08:00,04:29:00,"Friday",5,5,2020,00:11:00
100052,"city C",23.2,2,"wehqk",11.6,"Saturday",20:46:00,20:58:00,22:15:00,"Saturday",8,1,2022,00:12:00
61738,"city A",11.6,1,"acjde",11.6,"Monday",02:47:00,03:03:00,04:58:00,"Monday",8,1,2022,00:16:00
85535,"city C",11.6,1,"wehqk",11.6,"Saturday",01:08:00,01:26:00,01:30:00,"Saturday",3,1,2022,00:18:00
26789,"city C",34.6,3,"wehqk",11.5,"Sunday",18:47:00,18:58:00,20:04:00,"Sunday",6,5,2019,00:11:00
103300,"city B",23,2,"bjdwe",11.5,"Sunday",03:25:00,03:37:00,05:31:00,"Sunday",6,5,2020,00:12:00
98888,"city B",57.3,5,"bjdwe",11.5,"Friday",04:28:00,04:43:00,05:50:00,"Friday",4,0,2021,00:15:00
1457,"city C",57.3,5,"wehqk",11.5,"Tuesday",04:20:00,04:40:00,06:28:00,"Tuesday",2,2,2021,00:20:00
78549,"city B",45.8,4,"bjdwe",11.5,"Tuesday",20:20:00,20:32:00,22:15:00,"Tuesday",10,5,2019,00:12:00
114,"city A",45.8,4,"acjde",11.5,"Wednesday",03:02:00,03:15:00,03:21:00,"Wednesday",6,0,2020,00:13:00
9110,"city C",11.4,1,"wehqk",11.4,"Tuesday",02:14:00,02:32:00,03:04:00,"Tuesday",10,0,2019,00:18:00
1388,"city C",11.4,1,"wehqk",11.4,"Sunday",02:23:00,02:38:00,03:57:00,"Sunday",10,3,2021,00:15:00
74371,"city B",11.4,1,"bjdwe",11.4,"Sunday",02:19:00,02:37:00,04:12:00,"Sunday",9,1,2019,00:18:00
13496,"city C",11.4,1,"wehqk",11.4,"Friday",03:36:00,03:52:00,05:36:00,"Friday",6,5,2022,00:16:00
92300,"city A",11.3,1,"acjde",11.3,"Thursday",04:07:00,04:25:00,06:01:00,"Thursday",8,2,2020,00:18:00
14189,"city B",11.3,1,"bjdwe",11.3,"Thursday",20:23:00,20:41:00,22:09:00,"Thursday",2,4,2020,00:18:00
28366,"city C",11.3,1,"wehqk",11.3,"Sunday",04:05:00,04:18:00,06:12:00,"Sunday",10,5,2019,00:13:00
2541,"city C",11.3,1,"wehqk",11.3,"Monday",03:12:00,03:27:00,05:01:00,"Monday",10,1,2019,00:15:00
79156,"city A",11.3,1,"acjde",11.3,"Saturday",04:50:00,05:01:00,06:50:00,"Saturday",7,5,2022,00:11:00
106885,"city C",11.3,1,"wehqk",11.3,"Saturday",20:52:00,21:06:00,22:08:00,"Saturday",4,1,2020,00:14:00
6184,"city B",11.3,1,"bjdwe",11.3,"Monday",19:45:00,19:58:00,20:22:00,"Monday",7,5,2019,00:13:00
25076,"city B",11.3,1,"bjdwe",11.3,"Saturday",02:00:00,02:12:00,02:20:00,"Saturday",10,4,2021,00:12:00
11083,"city C",11.3,1,"wehqk",11.3,"Friday",20:08:00,20:25:00,22:10:00,"Friday",8,1,2021,00:17:00
12511,"city A",11.3,1,"acjde",11.3,"Wednesday",20:33:00,20:46:00,22:25:00,"Wednesday",5,5,2021,00:13:00
19446,"city B",67.5,6,"bjdwe",11.3,"Monday",02:30:00,02:45:00,03:57:00,"Monday",1,4,2020,00:15:00
75010,"city B",45,4,"bjdwe",11.2,"Tuesday",04:29:00,04:42:00,06:14:00,"Tuesday",2,0,2019,00:13:00
68236,"city A",45,4,"acjde",11.2,"Saturday",03:29:00,03:46:00,03:55:00,"Saturday",4,0,2020,00:17:00
28366,"city C",56.2,5,"wehqk",11.2,"Sunday",02:40:00,02:59:00,03:31:00,"Sunday",7,1,2019,00:19:00
1608,"city A",56.2,5,"acjde",11.2,"Monday",19:23:00,19:35:00,20:26:00,"Monday",2,3,2019,00:12:00
9796,"city C",11.2,1,"wehqk",11.2,"Saturday",02:26:00,02:46:00,04:14:00,"Saturday",3,1,2021,00:20:00
91848,"city B",11.2,1,"bjdwe",11.2,"Friday",04:04:00,04:18:00,04:57:00,"Friday",6,4,2019,00:14:00
11324,"city C",11.2,1,"wehqk",11.2,"Wednesday",05:02:00,05:16:00,05:51:00,"Wednesday",5,4,2022,00:14:00
113424,"city B",11.2,1,"bjdwe",11.2,"Friday",02:15:00,02:30:00,03:40:00,"Friday",4,2,2019,00:15:00
190380,"city B",11.2,1,"bjdwe",11.2,"Saturday",19:35:00,19:47:00,21:09:00,"Saturday",7,4,2020,00:12:00
12742,"city C",11.2,1,"wehqk",11.2,"Wednesday",20:20:00,20:38:00,22:20:00,"Wednesday",4,0,2019,00:18:00
190931,"city A",11.2,1,"acjde",11.2,"Friday",20:03:00,20:15:00,20:51:00,"Friday",4,5,2022,00:12:00
34113,"city B",11.2,1,"bjdwe",11.2,"Wednesday",20:15:00,20:31:00,20:37:00,"Wednesday",2,0,2019,00:16:00
8114,"city A",89.2,8,"acjde",11.2,"Thursday",03:39:00,03:59:00,05:57:00,"Thursday",10,0,2019,00:20:00
68187,"city A",22.3,2,"acjde",11.2,"Wednesday",03:45:00,04:02:00,04:50:00,"Wednesday",10,4,2021,00:17:00
33389,"city C",89.2,8,"wehqk",11.2,"Saturday",20:20:00,20:34:00,20:52:00,"Saturday",1,3,2019,00:14:00
75107,"city B",89.2,8,"bjdwe",11.2,"Saturday",18:38:00,18:52:00,20:48:00,"Saturday",4,1,2021,00:14:00
7210,"city A",77.8,7,"acjde",11.1,"Thursday",01:55:00,02:06:00,02:37:00,"Thursday",1,5,2022,00:11:00
4484,"city C",77.8,7,"wehqk",11.1,"Wednesday",03:33:00,03:44:00,04:35:00,"Wednesday",10,4,2020,00:11:00
5189,"city A",22.2,2,"acjde",11.1,"Wednesday",02:18:00,02:33:00,04:29:00,"Wednesday",9,4,2022,00:15:00
106885,"city C",22.2,2,"wehqk",11.1,"Saturday",02:20:00,02:35:00,02:58:00,"Saturday",2,4,2020,00:15:00
192310,"city B",99.2,9,"bjdwe",11,"Monday",22:27:00,22:42:00,00:35:00,"Monday",9,2,2020,00:15:00
13595,"city B",99.2,9,"bjdwe",11,"Monday",18:45:00,19:01:00,19:12:00,"Monday",10,0,2020,00:16:00
3201,"city B",99.2,9,"bjdwe",11,"Monday",03:03:00,03:18:00,04:24:00,"Monday",4,5,2020,00:15:00
106572,"city C",99.2,9,"wehqk",11,"Wednesday",21:57:00,22:08:00,22:18:00,"Wednesday",10,4,2019,00:11:00
28366,"city C",99.2,9,"wehqk",11,"Monday",21:47:00,22:07:00,22:50:00,"Monday",8,1,2019,00:20:00
4432,"city C",99.1,9,"wehqk",11,"Wednesday",02:25:00,02:40:00,03:50:00,"Wednesday",1,4,2020,00:15:00
33920,"city C",99.1,9,"wehqk",11,"Sunday",20:28:00,20:45:00,22:09:00,"Sunday",5,0,2021,00:17:00
5673,"city C",99.1,9,"wehqk",11,"Saturday",02:44:00,03:04:00,03:36:00,"Saturday",9,2,2020,00:20:00
2840,"city C",99.1,9,"wehqk",11,"Saturday",02:34:00,02:49:00,03:45:00,"Saturday",8,4,2019,00:15:00
1634,"city C",99.1,9,"wehqk",11,"Monday",20:16:00,20:30:00,20:57:00,"Monday",4,3,2019,00:14:00
17146,"city B",22,2,"bjdwe",11,"Friday",04:30:00,04:48:00,06:14:00,"Friday",4,4,2022,00:18:00
86464,"city A",87.8,8,"acjde",11,"Friday",02:35:00,02:53:00,03:14:00,"Friday",4,2,2019,00:18:00
75010,"city B",87.8,8,"bjdwe",11,"Wednesday",23:39:00,23:53:00,01:23:00,"Wednesday",6,4,2019,00:14:00
2011,"city B",87.8,8,"bjdwe",11,"Tuesday",18:09:00,18:28:00,18:33:00,"Tuesday",2,0,2022,00:19:00
197636,"city C",21.9,2,"wehqk",11,"Friday",02:36:00,02:52:00,03:20:00,"Friday",10,1,2020,00:16:00
14043,"city C",43.7,4,"wehqk",10.9,"Monday",20:43:00,20:56:00,22:36:00,"Monday",6,4,2022,00:13:00
27736,"city A",43.7,4,"acjde",10.9,"Saturday",20:36:00,20:47:00,22:06:00,"Saturday",5,4,2019,00:11:00
2639,"city C",76.5,7,"wehqk",10.9,"Friday",03:48:00,04:02:00,04:41:00,"Friday",8,3,2022,00:14:00
9350,"city B",76.5,7,"bjdwe",10.9,"Monday",19:29:00,19:44:00,20:36:00,"Monday",10,0,2021,00:15:00
2474,"city A",43.6,4,"acjde",10.9,"Sunday",04:13:00,04:24:00,04:52:00,"Sunday",10,4,2019,00:11:00
6528,"city A",43.6,4,"acjde",10.9,"Friday",20:24:00,20:38:00,21:26:00,"Friday",9,2,2019,00:14:00
8574,"city A",65,6,"acjde",10.8,"Wednesday",01:11:00,01:25:00,02:56:00,"Wednesday",7,0,2019,00:14:00
87244,"city C",43.3,4,"wehqk",10.8,"Wednesday",22:13:00,22:25:00,23:47:00,"Wednesday",4,4,2022,00:12:00
157073,"city B",43.3,4,"bjdwe",10.8,"Sunday",20:21:00,20:34:00,21:01:00,"Sunday",6,1,2019,00:13:00
899,"city C",97.4,9,"wehqk",10.8,"Monday",02:37:00,02:50:00,04:16:00,"Monday",10,5,2022,00:13:00
5210,"city C",97.4,9,"wehqk",10.8,"Friday",23:18:00,23:37:00,01:28:00,"Friday",7,0,2020,00:19:00
1388,"city C",97.4,9,"wehqk",10.8,"Thursday",19:44:00,19:59:00,20:26:00,"Thursday",6,3,2021,00:15:00
90134,"city B",97.4,9,"bjdwe",10.8,"Sunday",18:56:00,19:13:00,20:29:00,"Sunday",9,1,2019,00:17:00
103300,"city B",97.4,9,"bjdwe",10.8,"Wednesday",22:03:00,22:23:00,00:05:00,"Wednesday",5,0,2020,00:20:00
8076,"city B",97.3,9,"bjdwe",10.8,"Saturday",23:35:00,23:51:00,00:21:00,"Saturday",1,1,2019,00:16:00
13975,"city B",97.3,9,"bjdwe",10.8,"Thursday",18:32:00,18:45:00,19:39:00,"Thursday",1,5,2021,00:13:00
88854,"city B",97.3,9,"bjdwe",10.8,"Saturday",04:08:00,04:25:00,05:30:00,"Saturday",8,0,2022,00:17:00
1189,"city A",97.3,9,"acjde",10.8,"Saturday",03:04:00,03:24:00,04:40:00,"Saturday",10,1,2020,00:20:00
8574,"city A",97.3,9,"acjde",10.8,"Friday",20:37:00,20:52:00,21:03:00,"Friday",1,3,2019,00:15:00
3005,"city B",10.8,1,"bjdwe",10.8,"Tuesday",01:53:00,02:07:00,04:04:00,"Tuesday",3,2,2022,00:14:00
66730,"city C",10.8,1,"wehqk",10.8,"Monday",01:39:00,01:51:00,01:55:00,"Monday",9,3,2020,00:12:00
106159,"city B",10.8,1,"bjdwe",10.8,"Wednesday",01:19:00,01:36:00,02:46:00,"Wednesday",4,0,2021,00:17:00
74479,"city C",10.8,1,"wehqk",10.8,"Sunday",20:10:00,20:30:00,21:05:00,"Sunday",2,1,2020,00:20:00
7151,"city B",10.8,1,"bjdwe",10.8,"Monday",19:43:00,19:56:00,20:31:00,"Monday",8,5,2021,00:13:00
62969,"city A",10.8,1,"acjde",10.8,"Wednesday",20:15:00,20:34:00,21:58:00,"Wednesday",6,1,2021,00:19:00
90558,"city A",10.8,1,"acjde",10.8,"Saturday",20:30:00,20:42:00,22:05:00,"Saturday",8,4,2021,00:12:00
95807,"city C",10.8,1,"wehqk",10.8,"Wednesday",20:03:00,20:20:00,21:11:00,"Wednesday",9,2,2022,00:17:00
3392,"city B",10.8,1,"bjdwe",10.8,"Wednesday",19:10:00,19:27:00,20:57:00,"Wednesday",3,1,2020,00:17:00
113389,"city B",10.8,1,"bjdwe",10.8,"Tuesday",03:05:00,03:24:00,04:25:00,"Tuesday",10,2,2021,00:19:00
74880,"city B",10.8,1,"bjdwe",10.8,"Thursday",18:01:00,18:19:00,19:12:00,"Thursday",7,5,2021,00:18:00
5107,"city A",10.8,1,"acjde",10.8,"Saturday",20:37:00,20:57:00,22:18:00,"Saturday",8,0,2020,00:20:00
9959,"city A",10.8,1,"acjde",10.8,"Thursday",02:50:00,03:08:00,03:58:00,"Thursday",5,3,2021,00:18:00
8114,"city A",10.8,1,"acjde",10.8,"Tuesday",03:58:00,04:15:00,05:14:00,"Tuesday",1,4,2019,00:17:00
489,"city A",10.8,1,"acjde",10.8,"Sunday",03:44:00,03:56:00,04:27:00,"Sunday",2,4,2019,00:12:00
35636,"city B",10.8,1,"bjdwe",10.8,"Monday",03:18:00,03:34:00,04:16:00,"Monday",1,2,2020,00:16:00
82591,"city A",10.8,1,"acjde",10.8,"Monday",21:34:00,21:45:00,22:32:00,"Monday",5,3,2022,00:11:00
3528,"city C",10.8,1,"wehqk",10.8,"Friday",20:20:00,20:38:00,22:00:00,"Friday",6,2,2019,00:18:00
29565,"city C",10.8,1,"wehqk",10.8,"Monday",00:08:00,00:28:00,01:31:00,"Monday",9,2,2020,00:20:00
106159,"city B",10.8,1,"bjdwe",10.8,"Thursday",00:10:00,00:22:00,02:12:00,"Thursday",4,5,2021,00:12:00
195630,"city C",10.8,1,"wehqk",10.8,"Wednesday",19:13:00,19:27:00,21:12:00,"Wednesday",5,0,2021,00:14:00
157229,"city A",10.8,1,"acjde",10.8,"Tuesday",02:33:00,02:51:00,04:15:00,"Tuesday",6,1,2020,00:18:00
899,"city C",10.8,1,"wehqk",10.8,"Saturday",20:07:00,20:23:00,20:33:00,"Saturday",2,5,2022,00:16:00
6621,"city A",10.8,1,"acjde",10.8,"Thursday",05:55:00,06:14:00,07:22:00,"Thursday",10,2,2019,00:19:00
108626,"city B",10.8,1,"bjdwe",10.8,"Friday",05:07:00,05:21:00,06:49:00,"Friday",2,4,2022,00:14:00
6047,"city A",97.1,9,"acjde",10.8,"Monday",03:05:00,03:18:00,04:52:00,"Monday",7,0,2022,00:13:00
102495,"city B",97.1,9,"bjdwe",10.8,"Wednesday",02:39:00,02:59:00,04:46:00,"Wednesday",5,0,2021,00:20:00
60094,"city C",97.1,9,"wehqk",10.8,"Thursday",20:45:00,21:03:00,21:46:00,"Thursday",3,4,2020,00:18:00
102289,"city A",97.1,9,"acjde",10.8,"Sunday",20:04:00,20:18:00,21:58:00,"Sunday",9,3,2020,00:14:00
3016,"city A",97.1,9,"acjde",10.8,"Sunday",05:30:00,05:41:00,06:16:00,"Sunday",8,4,2020,00:11:00
79156,"city A",75.4,7,"acjde",10.8,"Saturday",03:26:00,03:44:00,05:40:00,"Saturday",3,5,2022,00:18:00
104967,"city A",75.4,7,"acjde",10.8,"Sunday",19:31:00,19:42:00,21:25:00,"Sunday",4,3,2022,00:11:00
8688,"city C",53.8,5,"wehqk",10.8,"Friday",19:03:00,19:20:00,21:15:00,"Friday",5,2,2020,00:17:00
113389,"city B",53.8,5,"bjdwe",10.8,"Thursday",01:52:00,02:11:00,04:06:00,"Thursday",3,2,2021,00:19:00
1895,"city B",43,4,"bjdwe",10.8,"Saturday",03:58:00,04:13:00,05:41:00,"Saturday",8,3,2021,00:15:00
79156,"city A",43,4,"acjde",10.8,"Tuesday",20:42:00,20:56:00,21:27:00,"Tuesday",2,3,2022,00:14:00
14495,"city C",10.7,1,"wehqk",10.7,"Sunday",23:02:00,23:19:00,00:31:00,"Sunday",1,2,2019,00:17:00
5757,"city B",10.7,1,"bjdwe",10.7,"Thursday",20:51:00,21:08:00,21:48:00,"Thursday",1,3,2022,00:17:00
108285,"city C",10.7,1,"wehqk",10.7,"Sunday",03:24:00,03:42:00,05:39:00,"Sunday",10,1,2019,00:18:00
88846,"city A",10.7,1,"acjde",10.7,"Saturday",03:13:00,03:31:00,04:44:00,"Saturday",8,3,2020,00:18:00
41031,"city C",10.7,1,"wehqk",10.7,"Tuesday",03:49:00,04:05:00,05:15:00,"Tuesday",4,4,2019,00:16:00
194709,"city B",10.7,1,"bjdwe",10.7,"Thursday",05:25:00,05:41:00,07:26:00,"Thursday",7,3,2022,00:16:00
85535,"city C",10.7,1,"wehqk",10.7,"Monday",21:25:00,21:40:00,22:56:00,"Monday",7,5,2022,00:15:00
3261,"city A",10.7,1,"acjde",10.7,"Friday",20:48:00,21:06:00,21:23:00,"Friday",5,0,2021,00:18:00
4059,"city B",10.7,1,"bjdwe",10.7,"Saturday",18:20:00,18:37:00,18:45:00,"Saturday",3,4,2020,00:17:00
8755,"city A",10.7,1,"acjde",10.7,"Monday",20:02:00,20:18:00,21:00:00,"Monday",2,4,2021,00:16:00
9923,"city B",10.7,1,"bjdwe",10.7,"Saturday",20:04:00,20:21:00,21:00:00,"Saturday",2,0,2019,00:17:00
196384,"city A",10.7,1,"acjde",10.7,"Tuesday",21:18:00,21:37:00,22:01:00,"Tuesday",5,1,2021,00:19:00
83814,"city A",53.4,5,"acjde",10.7,"Tuesday",04:50:00,05:10:00,05:30:00,"Tuesday",9,2,2019,00:20:00
14965,"city B",53.4,5,"bjdwe",10.7,"Tuesday",03:53:00,04:04:00,05:00:00,"Tuesday",4,3,2022,00:11:00
3891,"city A",42.7,4,"acjde",10.7,"Friday",04:28:00,04:42:00,05:28:00,"Friday",3,2,2022,00:14:00
83710,"city B",42.7,4,"bjdwe",10.7,"Wednesday",00:57:00,01:10:00,02:01:00,"Wednesday",5,4,2020,00:13:00
4100,"city A",53.2,5,"acjde",10.6,"Wednesday",02:30:00,02:47:00,03:05:00,"Wednesday",4,2,2021,00:17:00
12030,"city B",53.2,5,"bjdwe",10.6,"Tuesday",01:07:00,01:19:00,02:57:00,"Tuesday",3,3,2019,00:12:00
3913,"city A",10.6,1,"acjde",10.6,"Tuesday",02:01:00,02:12:00,04:06:00,"Tuesday",3,5,2022,00:11:00
156692,"city C",10.6,1,"wehqk",10.6,"Sunday",02:55:00,03:09:00,04:54:00,"Sunday",1,2,2022,00:14:00
1424,"city C",10.6,1,"wehqk",10.6,"Monday",02:24:00,02:38:00,03:10:00,"Monday",6,4,2020,00:14:00
28879,"city A",31.8,3,"acjde",10.6,"Thursday",18:47:00,19:06:00,19:34:00,"Thursday",8,0,2020,00:19:00
17297,"city C",63.3,6,"wehqk",10.5,"Thursday",03:41:00,03:59:00,04:15:00,"Thursday",8,2,2022,00:18:00
2405,"city B",73.7,7,"bjdwe",10.5,"Tuesday",01:12:00,01:31:00,02:46:00,"Tuesday",9,1,2019,00:19:00
86243,"city A",73.7,7,"acjde",10.5,"Monday",02:13:00,02:28:00,04:05:00,"Monday",4,5,2022,00:15:00
88854,"city B",200,19,"bjdwe",10.5,"Sunday",02:10:00,02:21:00,03:01:00,"Sunday",8,3,2022,00:11:00
82994,"city C",200,19,"wehqk",10.5,"Wednesday",04:22:00,04:38:00,05:41:00,"Wednesday",8,0,2021,00:16:00
87244,"city C",200,19,"wehqk",10.5,"Friday",03:57:00,04:09:00,05:35:00,"Friday",6,5,2022,00:12:00
10415,"city B",63,6,"bjdwe",10.5,"Thursday",02:04:00,02:17:00,04:01:00,"Thursday",8,0,2021,00:13:00
3213,"city B",31.5,3,"bjdwe",10.5,"Sunday",02:58:00,03:06:00,04:09:00,"Sunday",6,3,2021,00:08:00
190419,"city C",21,2,"wehqk",10.5,"Tuesday",02:00:00,02:10:00,02:21:00,"Tuesday",3,1,2020,00:10:00
60094,"city C",21,2,"wehqk",10.5,"Sunday",03:36:00,03:47:00,04:25:00,"Sunday",7,1,2020,00:11:00
44301,"city B",21,2,"bjdwe",10.5,"Thursday",20:11:00,20:23:00,20:47:00,"Thursday",5,0,2020,00:12:00
13125,"city C",52.4,5,"wehqk",10.5,"Wednesday",02:32:00,02:41:00,04:35:00,"Wednesday",9,3,2022,00:09:00
5518,"city A",52.4,5,"acjde",10.5,"Thursday",20:28:00,20:38:00,22:31:00,"Thursday",10,2,2021,00:10:00
16060,"city A",20.9,2,"acjde",10.5,"Monday",19:04:00,19:15:00,19:43:00,"Monday",3,1,2021,00:11:00
4100,"city A",20.9,2,"acjde",10.5,"Saturday",19:00:00,19:11:00,21:03:00,"Saturday",6,4,2021,00:11:00
10673,"city A",20.9,2,"acjde",10.5,"Sunday",01:30:00,01:40:00,02:56:00,"Sunday",4,4,2020,00:10:00
11815,"city C",20.9,2,"wehqk",10.5,"Sunday",00:57:00,01:06:00,02:54:00,"Sunday",4,3,2019,00:09:00
1396,"city A",31.2,3,"acjde",10.4,"Wednesday",02:56:00,03:06:00,04:19:00,"Wednesday",4,1,2021,00:10:00
83971,"city C",20.8,2,"wehqk",10.4,"Saturday",20:35:00,20:41:00,21:34:00,"Saturday",0,4,2019,00:06:00
1396,"city A",20.8,2,"acjde",10.4,"Friday",20:44:00,20:53:00,21:03:00,"Friday",4,1,2021,00:09:00
81869,"city A",83,8,"acjde",10.4,"Thursday",20:43:00,20:49:00,22:17:00,"Thursday",0,4,2019,00:06:00
2576,"city A",83,8,"acjde",10.4,"Saturday",19:12:00,19:20:00,20:21:00,"Saturday",4,2,2020,00:08:00
13631,"city B",83,8,"bjdwe",10.4,"Friday",04:29:00,04:35:00,05:49:00,"Friday",10,3,2021,00:06:00
113471,"city B",31.1,3,"bjdwe",10.4,"Wednesday",21:21:00,21:30:00,21:49:00,"Wednesday",6,0,2022,00:09:00
10953,"city A",41.4,4,"acjde",10.3,"Sunday",02:21:00,02:26:00,02:40:00,"Sunday",0,4,2022,00:05:00
14573,"city A",41.4,4,"acjde",10.3,"Saturday",21:34:00,21:38:00,22:41:00,"Saturday",2,5,2021,00:04:00
5962,"city B",71.9,7,"bjdwe",10.3,"Thursday",01:45:00,01:54:00,03:51:00,"Thursday",10,0,2019,00:09:00
64488,"city B",71.9,7,"bjdwe",10.3,"Saturday",02:04:00,02:14:00,04:13:00,"Saturday",9,1,2020,00:10:00
5403,"city B",20.5,2,"bjdwe",10.3,"Monday",23:35:00,23:41:00,23:58:00,"Monday",1,2,2021,00:06:00
552,"city C",20.2,2,"wehqk",10.1,"Monday",22:46:00,22:51:00,23:05:00,"Monday",1,3,2021,00:05:00
60159,"city C",80.8,8,"wehqk",10.1,"Monday",02:30:00,02:34:00,02:36:00,"Monday",1,5,2021,00:04:00
3009,"city B",80.8,8,"bjdwe",10.1,"Wednesday",03:57:00,04:02:00,04:07:00,"Wednesday",4,0,2020,00:05:00
83205,"city C",80.8,8,"wehqk",10.1,"Tuesday",20:10:00,20:21:00,20:59:00,"Tuesday",4,1,2019,00:11:00
6710,"city A",30.3,3,"acjde",10.1,"Sunday",02:48:00,02:54:00,04:52:00,"Sunday",0,4,2020,00:06:00
4010,"city B",30.3,3,"bjdwe",10.1,"Friday",20:07:00,20:15:00,20:36:00,"Friday",9,3,2022,00:08:00
10052,"city A",90.5,9,"acjde",10.1,"Monday",04:22:00,04:30:00,04:43:00,"Monday",10,0,2021,00:08:00
71624,"city B",90.5,9,"bjdwe",10.1,"Sunday",20:51:00,21:02:00,21:44:00,"Sunday",9,1,2021,00:11:00
33920,"city C",90.5,9,"wehqk",10.1,"Friday",02:15:00,02:23:00,03:31:00,"Friday",4,3,2021,00:08:00
10294,"city C",90.5,9,"wehqk",10.1,"Thursday",20:20:00,20:27:00,21:42:00,"Thursday",10,3,2021,00:07:00
1011,"city B",90.5,9,"bjdwe",10.1,"Thursday",03:53:00,04:02:00,05:06:00,"Thursday",4,2,2022,00:09:00
2512,"city C",40.2,4,"wehqk",10.1,"Tuesday",03:10:00,03:18:00,04:35:00,"Tuesday",0,4,2020,00:08:00
